session,gameNum,costCond,visibilityCond,resourceCond,purpleEnergy,purpleBackpackSize,redEnergy,redBackpackSize,purpHelpFirst,redHelpFirst,purpAlsoHelp,redAlsoHelp,nRedVeg,nPurpVeg
857,2,high,full,even,0,4,0,4,False,False,False,False,4,2
857,3,high,self,even,0,4,24,4,False,False,False,False,5,3
857,4,high,self,even,18,4,4,4,False,False,False,False,3,5
857,5,high,full,even,0,4,0,4,False,False,False,False,7,7
857,6,low,full,uneven,21,5,0,3,False,False,False,False,7,7
857,7,low,self,even,50,4,47,4,False,False,False,False,4,4
857,8,low,self,even,63,4,50,4,False,False,False,False,4,4
857,9,high,full,uneven,18,5,8,3,False,False,False,False,3,5
857,10,high,self,uneven,18,5,0,3,False,False,False,False,5,3
857,11,low,self,uneven,5,3,30,5,False,False,False,False,7,7
857,12,low,self,uneven,15,3,0,5,False,False,False,False,7,7
858,1,high,full,even,8,4,0,4,False,False,False,False,4,4
858,2,low,self,uneven,50,3,53,5,False,False,False,False,4,4
858,3,low,full,even,57,4,49,4,False,False,False,False,5,3
858,4,low,self,uneven,59,3,62,5,False,False,False,False,3,5
858,5,low,self,even,0,4,11,4,False,False,False,False,7,7
858,6,high,self,uneven,0,3,0,5,False,False,False,False,7,7
858,7,high,full,uneven,0,3,18,5,False,False,False,False,4,4
858,8,high,self,uneven,0,3,28,5,False,False,False,False,4,4
858,9,low,full,uneven,60,5,61,3,False,False,False,False,3,5
858,10,low,full,even,37,4,50,4,False,False,False,False,5,3
858,11,low,self,uneven,7,5,0,3,False,False,False,False,7,7
858,12,high,self,uneven,0,5,0,3,False,False,False,False,7,7
859,1,high,self,uneven,0,5,0,3,False,False,False,False,4,4
859,2,high,full,uneven,6,3,20,5,False,False,False,False,4,4
859,3,high,full,uneven,0,5,2,3,False,False,False,False,5,3
859,4,high,full,even,0,4,12,4,False,False,False,False,3,5
859,5,low,full,even,0,4,11,4,False,False,False,False,7,7
859,6,low,self,even,12,4,15,4,False,False,False,False,7,7
859,7,low,full,even,57,4,64,4,False,False,False,False,4,4
859,8,high,full,even,0,4,26,4,False,False,False,False,4,4
859,9,low,self,uneven,59,3,64,5,False,False,False,False,3,5
859,10,low,full,uneven,32,3,47,5,False,False,False,False,5,3
859,11,low,full,uneven,7,5,0,3,False,False,False,False,7,7
859,12,high,self,even,0,4,0,4,False,False,False,False,7,7
860,1,high,self,uneven,0,5,2,3,False,False,False,False,4,4
860,2,low,self,even,59,4,56,4,False,False,False,False,4,4
860,3,high,self,even,0,4,24,4,False,False,False,False,5,3
860,4,high,full,even,4,4,18,4,False,False,False,False,3,5
860,5,high,full,uneven,0,5,0,3,False,False,False,False,7,7
860,6,low,self,even,15,4,12,4,False,False,False,False,7,7
860,7,low,self,even,47,4,50,4,False,False,False,False,4,4
860,8,low,full,even,51,4,44,4,False,False,False,False,4,4
860,9,high,full,even,24,4,22,4,False,False,False,False,3,5
860,10,high,full,uneven,18,5,0,3,False,False,False,False,5,3
860,11,high,self,uneven,0,3,0,5,False,False,False,False,7,7
860,12,high,self,uneven,0,3,0,5,False,False,False,False,7,7
861,1,low,full,uneven,32,5,42,3,False,False,False,False,4,4
861,2,low,full,uneven,44,3,61,5,False,False,False,False,4,4
861,3,high,full,uneven,0,3,2,5,False,False,False,False,5,3
861,4,high,self,uneven,0,5,0,3,False,False,False,False,3,5
861,5,high,full,uneven,0,3,0,5,False,False,False,False,7,7
861,6,low,full,even,0,4,19,4,False,False,False,False,7,7
861,7,high,full,even,0,4,0,4,False,False,False,False,4,4
861,8,low,full,even,51,4,44,4,False,False,False,False,4,4
861,9,high,self,even,24,4,22,4,False,False,False,False,3,5
861,10,high,self,uneven,18,5,0,3,False,False,False,False,5,3
861,11,low,full,uneven,14,5,37,3,False,False,False,False,7,7
861,12,high,full,even,0,4,0,4,False,False,False,False,7,7
862,1,high,full,uneven,8,5,3,3,False,False,False,False,4,4
862,2,high,full,uneven,0,3,0,5,False,False,False,False,4,4
862,3,high,self,uneven,22,3,0,5,False,False,False,False,5,3
862,4,low,self,uneven,62,5,59,3,False,False,False,False,3,5
862,5,high,full,uneven,0,5,0,3,False,False,False,False,7,7
862,6,low,self,uneven,2,5,23,3,False,False,False,False,7,7
862,7,high,full,even,0,4,0,4,False,False,False,False,4,4
862,8,high,self,even,0,4,26,4,False,False,False,False,4,4
862,9,low,self,even,62,4,61,4,False,False,False,False,3,5
862,10,low,full,even,60,4,59,4,False,False,False,False,5,3
862,11,low,full,even,0,4,24,4,False,False,False,False,7,7
862,12,low,full,uneven,23,5,0,3,False,False,False,False,7,7
863,1,low,self,uneven,40,5,51,3,False,False,False,False,4,4
863,2,high,full,uneven,0,3,0,5,False,False,False,False,4,4
863,3,high,full,uneven,22,3,0,5,False,False,False,False,5,3
863,4,high,full,even,0,4,12,4,False,False,False,False,3,5
863,5,low,self,even,0,4,11,4,False,False,False,False,7,7
863,6,high,self,even,0,4,0,4,False,False,False,False,7,7
863,7,high,self,uneven,0,3,0,5,False,False,False,False,4,4
863,8,low,self,uneven,47,3,64,5,False,False,False,False,4,4
863,9,low,self,even,61,4,62,4,False,False,False,False,3,5
863,10,low,full,even,37,4,50,4,False,False,False,False,5,3
863,11,low,self,uneven,30,5,5,3,False,False,False,False,7,7
863,12,high,full,uneven,0,3,0,5,False,False,False,False,7,7
864,1,high,self,uneven,2,3,0,5,False,False,False,False,4,4
864,2,high,self,uneven,20,5,6,3,False,False,False,False,4,4
864,3,low,full,uneven,61,3,34,5,False,False,False,False,5,3
864,4,high,full,uneven,0,5,0,3,False,False,False,False,3,5
864,5,low,self,uneven,0,3,25,5,False,False,False,False,7,7
864,6,high,full,even,0,4,0,4,False,False,False,False,7,7
864,7,high,full,uneven,0,3,18,5,False,False,False,False,4,4
864,8,low,full,uneven,47,5,52,3,False,False,False,False,4,4
864,9,low,self,even,61,4,62,4,False,False,False,False,3,5
864,10,high,full,even,0,4,0,4,False,False,False,False,5,3
864,11,high,full,uneven,0,5,0,3,False,False,False,False,7,7
864,12,high,self,uneven,0,3,0,5,False,False,False,False,7,7
865,1,high,full,uneven,4,3,6,5,False,False,False,False,4,4
865,2,high,self,even,12,4,18,4,False,False,False,False,4,4
865,3,high,self,uneven,0,5,0,3,False,False,False,False,5,3
865,4,low,self,uneven,42,3,47,5,False,False,False,False,3,5
865,5,high,self,uneven,0,3,0,5,False,False,False,False,7,7
865,6,low,self,uneven,0,3,21,5,False,False,False,False,7,7
865,7,high,full,even,0,4,0,4,False,False,False,False,4,4
865,8,low,self,uneven,52,3,47,5,False,False,False,False,4,4
865,9,high,self,uneven,18,5,8,3,False,False,False,False,3,5
865,10,high,full,even,0,4,0,4,False,False,False,False,5,3
865,11,low,full,even,0,4,24,4,False,False,False,False,7,7
865,12,high,self,even,0,4,0,4,False,False,False,False,7,7
866,1,low,self,uneven,51,3,40,5,False,False,False,False,4,4
866,2,high,full,uneven,6,5,0,3,False,False,False,False,4,4
866,3,high,full,uneven,22,3,0,5,False,False,False,False,5,3
866,4,high,full,uneven,18,3,24,5,False,False,False,False,3,5
866,5,low,full,even,5,4,0,4,False,False,False,False,7,7
866,6,high,full,uneven,0,5,0,3,False,False,False,False,7,7
866,7,high,self,uneven,0,5,0,3,False,False,False,False,4,4
866,8,low,full,even,50,4,63,4,False,False,False,False,4,4
866,9,high,self,uneven,8,3,18,5,False,False,False,False,3,5
866,10,high,full,uneven,18,3,20,5,False,False,False,False,5,3
866,11,high,full,uneven,0,5,0,3,False,False,False,False,7,7
866,12,low,self,even,0,4,11,4,False,False,False,False,7,7
867,1,high,full,uneven,0,5,0,3,False,False,False,False,4,4
867,2,high,full,even,0,4,0,4,False,False,False,False,4,2
867,3,low,self,uneven,34,5,61,3,False,False,False,False,5,3
867,4,high,self,even,18,4,4,4,False,False,False,False,3,5
867,5,low,self,uneven,25,5,0,3,False,False,False,False,7,7
867,6,high,self,uneven,0,5,0,3,False,False,False,False,7,7
867,7,high,full,uneven,0,3,18,5,False,False,False,False,4,4
867,8,high,full,uneven,0,3,6,5,False,False,False,False,4,4
867,9,low,self,even,61,4,62,4,False,False,False,False,3,5
867,10,low,self,uneven,60,5,59,3,False,False,False,False,5,3
867,11,low,full,even,12,4,11,4,False,False,False,False,7,7
867,12,high,self,even,0,4,0,4,False,False,False,False,7,7
868,1,low,self,even,54,4,49,4,False,False,False,False,4,4
868,2,low,self,uneven,53,3,60,5,False,False,False,False,4,4
868,3,low,full,uneven,47,5,34,3,False,False,False,False,5,3
868,4,low,full,uneven,59,3,62,5,False,False,False,False,3,5
868,5,low,self,uneven,25,5,0,3,False,False,False,False,7,7
868,6,high,full,uneven,0,3,0,5,False,False,False,False,7,7
868,7,high,self,uneven,0,5,0,3,False,False,False,False,4,4
868,8,high,self,uneven,0,5,4,3,False,False,False,False,4,4
868,9,high,self,uneven,8,3,18,5,False,False,False,False,3,5
868,10,high,self,uneven,20,5,18,3,False,False,False,False,5,3
868,11,low,self,even,12,4,11,4,False,False,False,False,7,7
868,12,high,full,uneven,0,3,0,5,False,False,False,False,7,7
869,1,high,self,uneven,0,3,0,5,False,False,False,False,4,4
869,2,high,self,even,12,4,18,4,False,False,False,False,4,4
869,3,low,self,uneven,47,5,34,3,False,False,False,False,5,3
869,4,high,self,even,4,4,18,4,False,False,False,False,3,5
869,5,low,full,even,0,4,11,4,False,False,False,False,7,7
869,6,low,full,uneven,4,5,25,3,False,False,False,False,7,7
869,7,low,full,uneven,28,3,57,5,False,False,False,False,4,4
869,8,high,full,even,18,4,0,4,False,False,False,False,4,4
869,9,high,self,uneven,18,5,8,3,False,False,False,False,3,5
869,10,low,full,even,37,4,50,4,False,False,False,False,5,3
869,11,high,self,uneven,0,3,0,5,False,False,False,False,7,7
869,12,low,self,uneven,15,3,0,5,False,False,False,False,7,7
870,1,high,self,even,0,4,8,4,False,False,False,False,4,4
870,2,low,self,uneven,53,3,60,5,False,False,False,False,4,4
870,3,high,full,even,0,4,4,4,False,False,False,False,5,3
870,4,low,full,even,52,4,59,4,False,False,False,False,3,5
870,5,low,self,even,11,4,0,4,False,False,False,False,7,7
870,6,low,self,uneven,21,5,0,3,False,False,False,False,7,7
870,7,high,self,uneven,0,5,0,3,False,False,False,False,4,4
870,8,high,full,uneven,0,3,6,5,False,False,False,False,4,4
870,9,low,self,even,62,4,61,4,False,False,False,False,3,5
870,10,high,self,uneven,20,5,18,3,False,False,False,False,5,3
870,11,high,full,even,0,4,0,4,False,False,False,False,7,7
870,12,low,full,even,17,4,0,4,False,False,False,False,7,7
871,1,high,self,uneven,0,5,0,3,False,False,False,False,4,4
871,2,high,full,even,12,4,18,4,False,False,False,False,4,4
871,3,high,full,uneven,0,3,2,5,False,False,False,False,5,3
871,4,low,self,uneven,62,5,59,3,False,False,False,False,3,5
871,5,low,full,uneven,0,3,11,5,False,False,False,False,7,7
871,6,low,full,uneven,4,5,25,3,False,False,False,False,7,7
871,7,high,self,uneven,0,3,0,5,False,False,False,False,4,4
871,8,high,full,even,18,4,0,4,False,False,False,False,4,4
871,9,low,self,uneven,64,5,59,3,False,False,False,False,3,5
871,10,low,full,even,60,4,59,4,False,False,False,False,5,3
871,11,high,self,uneven,0,3,0,5,False,False,False,False,7,7
871,12,low,full,even,17,4,0,4,False,False,False,False,7,7
872,1,high,self,even,0,4,8,4,False,False,False,False,4,4
872,2,high,self,even,12,4,18,4,False,False,False,False,4,4
872,3,high,self,even,0,4,24,4,False,False,False,False,5,3
872,4,high,self,uneven,0,5,0,3,False,False,False,False,3,5
872,5,low,self,uneven,15,3,0,5,False,False,False,False,7,7
872,6,high,full,even,0,4,0,4,False,False,False,False,7,7
872,7,low,full,uneven,41,5,33,3,False,False,False,False,4,4
872,8,high,full,uneven,0,5,4,3,False,False,False,False,4,4
872,9,high,full,uneven,18,3,28,5,False,False,False,False,3,5
872,10,high,self,uneven,18,5,0,3,False,False,False,False,5,3
872,11,high,self,even,0,4,0,4,False,False,False,False,7,7
872,12,low,self,even,0,4,11,4,False,False,False,False,7,7
873,1,high,full,uneven,0,5,0,3,False,False,False,False,4,4
873,2,high,self,uneven,6,5,0,3,False,False,False,False,4,4
873,3,low,self,uneven,47,5,34,3,False,False,False,False,5,3
873,4,low,self,uneven,42,3,47,5,False,False,False,False,3,5
873,5,high,full,even,0,4,0,4,False,False,False,False,7,7
873,6,low,self,uneven,2,5,23,3,False,False,False,False,7,7
873,7,low,self,uneven,35,5,30,3,False,False,False,False,4,4
873,8,high,full,uneven,4,5,18,3,False,False,False,False,4,4
873,9,high,self,uneven,28,5,18,3,False,False,False,False,3,5
873,10,low,self,even,60,4,59,4,False,False,False,False,5,3
873,11,low,full,uneven,5,3,30,5,False,False,False,False,7,7
873,12,high,full,uneven,0,5,0,3,False,False,False,False,7,7
874,1,low,self,uneven,51,3,40,5,False,False,False,False,4,4
874,2,high,self,uneven,20,5,6,3,False,False,False,False,4,4
874,3,high,self,uneven,0,5,0,3,False,False,False,False,5,3
874,4,high,self,uneven,0,3,0,5,False,False,False,False,3,5
874,5,high,full,even,0,4,0,4,False,False,False,False,7,7
874,6,high,self,uneven,0,5,0,3,False,False,False,False,7,7
874,7,low,self,uneven,47,3,42,5,False,False,False,False,4,4
874,8,high,full,uneven,0,3,6,5,False,False,False,False,4,4
874,9,high,full,even,14,4,20,4,False,False,False,False,3,5
874,10,low,full,uneven,59,5,40,3,False,False,False,False,5,3
874,11,low,self,uneven,30,5,5,3,False,False,False,False,7,7
874,12,high,full,uneven,0,5,0,3,False,False,False,False,7,7
875,1,high,full,even,0,4,0,4,False,False,False,False,3,4
875,2,low,full,uneven,52,5,59,3,False,False,False,False,4,4
875,3,high,full,uneven,0,5,2,3,False,False,False,False,5,3
875,4,high,full,uneven,18,3,24,5,False,False,False,False,3,5
875,5,low,self,uneven,15,3,0,5,False,False,False,False,7,7
875,6,low,self,uneven,2,5,23,3,False,False,False,False,7,7
875,7,low,self,uneven,30,3,35,5,False,False,False,False,4,4
875,8,low,self,uneven,47,5,52,3,False,False,False,False,4,4
875,9,low,self,even,61,4,62,4,False,False,False,False,3,5
875,10,low,self,uneven,40,3,59,5,False,False,False,False,5,3
875,11,high,self,even,0,4,0,4,False,False,False,False,7,7
875,12,low,full,uneven,15,3,0,5,False,False,False,False,7,7
876,1,high,self,even,8,4,0,4,False,False,False,False,4,4
876,2,low,self,even,59,4,56,4,False,False,False,False,4,4
876,3,low,self,uneven,61,3,34,5,False,False,False,False,5,3
876,4,high,full,uneven,4,5,22,3,False,False,False,False,3,5
876,5,low,self,uneven,0,3,25,5,False,False,False,False,7,7
876,6,high,full,uneven,0,5,0,3,False,False,False,False,7,7
876,7,low,full,uneven,47,3,42,5,False,False,False,False,4,4
876,8,low,self,uneven,47,5,52,3,False,False,False,False,4,4
876,9,low,full,uneven,22,3,11,5,False,True,False,False,3,5
876,10,low,full,even,60,4,59,4,False,False,False,False,5,3
876,11,high,self,uneven,0,3,0,5,False,False,False,False,7,7
876,12,low,self,even,11,4,0,4,False,False,False,False,7,7
877,1,low,full,uneven,32,5,42,3,False,False,False,False,4,4
877,2,high,full,uneven,0,3,0,5,False,False,False,False,4,4
877,3,high,self,even,24,4,0,4,False,False,False,False,5,3
877,4,low,full,even,52,4,59,4,False,False,False,False,3,5
877,5,low,self,uneven,0,5,15,3,False,False,False,False,7,7
877,6,low,full,even,0,4,19,4,False,False,False,False,7,7
877,7,high,self,uneven,0,5,0,3,False,False,False,False,4,4
877,8,low,self,uneven,64,5,47,3,False,False,False,False,4,4
877,9,high,self,uneven,8,3,18,5,False,False,False,False,3,5
877,10,high,self,uneven,0,3,18,5,False,False,False,False,5,3
877,11,low,full,uneven,5,3,30,5,False,False,False,False,7,7
877,12,high,self,even,0,4,0,4,False,False,False,False,7,7
878,1,low,full,uneven,32,3,37,5,False,False,False,False,4,4
878,2,low,full,uneven,52,5,59,3,False,False,False,False,4,4
878,3,high,self,uneven,0,3,0,5,False,False,False,False,5,3
878,4,high,full,uneven,18,3,24,5,False,False,False,False,3,5
878,5,high,self,uneven,0,5,0,3,False,False,False,False,7,7
878,6,high,full,uneven,0,3,0,5,False,False,False,False,7,7
878,7,low,full,even,57,4,64,4,False,False,False,False,4,4
878,8,high,full,even,18,4,0,4,False,False,False,False,4,4
878,9,high,self,uneven,18,3,28,5,False,False,False,False,3,5
878,10,high,self,uneven,18,3,20,5,False,False,False,False,5,3
878,11,low,self,uneven,30,5,5,3,False,False,False,False,7,7
878,12,high,self,uneven,0,5,0,3,False,False,False,False,7,7
879,1,high,self,uneven,0,3,0,5,False,False,False,False,4,4
879,2,high,full,even,0,4,0,4,False,False,False,False,4,2
879,3,high,self,uneven,22,3,0,5,False,False,False,False,5,3
879,4,low,full,uneven,34,3,47,5,False,False,False,False,3,5
879,5,low,full,even,0,4,11,4,False,False,False,False,7,7
879,6,low,self,even,12,4,15,4,False,False,False,False,7,7
879,7,high,full,uneven,0,5,0,3,False,False,False,False,4,4
879,8,low,full,uneven,44,3,39,5,False,False,False,False,4,4
879,9,high,self,uneven,18,3,28,5,False,False,False,False,3,5
879,10,low,full,uneven,32,3,47,5,False,False,False,False,5,3
879,11,low,full,uneven,0,3,0,5,False,False,False,False,7,7
879,12,low,self,uneven,23,5,0,3,False,False,False,False,7,7
880,1,low,self,uneven,40,5,51,3,False,False,False,False,4,4
880,2,high,self,uneven,6,5,0,3,False,False,False,False,4,4
880,3,low,self,even,41,4,62,4,False,False,False,False,5,3
880,4,high,self,uneven,24,5,18,3,False,False,False,False,3,5
880,5,low,full,uneven,25,5,0,3,False,False,False,False,7,7
880,6,low,full,uneven,21,5,0,3,False,False,False,False,7,7
880,7,low,self,uneven,42,5,47,3,False,False,False,False,4,4
880,8,high,self,uneven,28,5,0,3,False,False,False,False,4,4
880,9,low,self,uneven,54,3,59,5,False,False,False,False,3,5
880,10,low,self,uneven,59,3,60,5,False,False,False,False,5,3
880,11,high,full,uneven,0,5,0,3,False,False,False,False,7,7
880,12,high,self,even,0,4,0,4,False,False,False,False,7,7
881,1,low,self,uneven,51,3,40,5,False,False,False,False,4,4
881,2,low,self,uneven,60,5,53,3,False,False,False,False,4,4
881,3,high,full,even,24,4,0,4,False,False,False,False,5,3
881,4,high,full,uneven,18,3,24,5,False,False,False,False,3,5
881,5,high,self,uneven,0,5,0,3,False,False,False,False,7,7
881,6,high,self,uneven,0,3,0,5,False,False,False,False,7,7
881,7,low,self,uneven,35,5,30,3,False,False,False,False,4,4
881,8,low,full,uneven,44,3,39,5,False,False,False,False,4,4
881,9,high,self,uneven,8,3,18,5,False,False,False,False,3,5
881,10,low,full,uneven,38,5,51,3,False,False,False,False,5,3
881,11,low,full,even,0,4,24,4,False,False,False,False,7,7
881,12,low,full,even,0,4,11,4,False,False,False,False,7,7
882,1,high,self,even,0,4,8,4,False,False,False,False,4,4
882,2,high,full,uneven,6,5,0,3,False,False,False,False,4,4
882,3,low,self,uneven,61,3,34,5,False,False,False,False,5,3
882,4,high,self,even,4,4,18,4,False,False,False,False,3,5
882,5,high,self,uneven,0,3,0,5,False,False,False,False,7,7
882,6,high,full,uneven,0,3,0,5,False,False,False,False,7,7
882,7,low,self,uneven,42,5,47,3,False,False,False,False,4,4
882,8,high,self,even,26,4,0,4,False,False,False,False,4,4
882,9,high,self,uneven,18,5,8,3,False,False,False,False,3,5
882,10,high,full,even,20,4,18,4,False,False,False,False,5,3
882,11,high,self,even,0,4,0,4,False,False,False,False,7,7
882,12,high,full,even,0,4,0,4,False,False,False,False,7,7
883,1,high,self,uneven,2,3,0,5,False,False,False,False,4,4
883,2,high,self,even,18,4,12,4,False,False,False,False,4,4
883,3,low,self,uneven,61,3,34,5,False,False,False,False,5,3
883,4,high,self,uneven,24,5,18,3,False,False,False,False,3,5
883,5,low,self,uneven,0,3,25,5,False,False,False,False,7,7
883,6,low,full,uneven,21,5,0,3,False,False,False,False,7,7
883,7,low,full,uneven,28,3,57,5,False,False,False,False,4,4
883,8,high,self,uneven,4,3,0,5,False,False,False,False,4,4
883,9,high,full,even,24,4,22,4,False,False,False,False,3,5
883,10,high,full,even,0,4,0,4,False,False,False,False,5,3
883,11,high,self,even,0,4,0,4,False,False,False,False,7,7
883,12,high,full,uneven,0,5,0,3,False,False,False,False,7,7
884,1,low,self,uneven,30,3,41,5,False,False,False,False,4,4
884,2,high,self,uneven,6,3,20,5,False,False,False,False,4,4
884,3,high,self,uneven,22,3,0,5,False,False,False,False,5,3
884,4,high,full,even,0,4,12,4,False,False,False,False,3,5
884,5,high,self,even,0,4,0,4,False,False,False,False,7,7
884,6,low,full,even,12,4,15,4,False,False,False,False,7,7
884,7,high,full,uneven,0,3,18,5,False,False,False,False,4,4
884,8,high,self,uneven,28,5,0,3,False,False,False,False,4,4
884,9,low,full,even,59,4,58,4,False,False,False,False,3,5
884,10,high,self,uneven,0,3,18,5,False,False,False,False,5,3
884,11,low,self,even,11,4,12,4,False,False,False,False,7,7
884,12,low,self,even,0,4,11,4,False,False,False,False,7,7
885,1,high,self,even,0,4,8,4,False,False,False,False,4,4
885,2,low,full,uneven,53,5,50,3,False,False,False,False,4,4
885,3,high,full,uneven,0,3,2,5,False,False,False,False,5,3
885,4,low,self,uneven,47,5,42,3,False,False,False,False,3,5
885,5,low,full,uneven,5,5,18,3,False,False,False,False,7,7
885,6,low,full,even,12,4,15,4,False,False,False,False,7,7
885,7,low,self,even,47,4,50,4,False,False,False,False,4,4
885,8,high,full,even,0,4,26,4,False,False,False,False,4,4
885,9,low,full,uneven,60,5,61,3,False,False,False,False,3,5
885,10,high,self,uneven,18,3,20,5,False,False,False,False,5,3
885,11,low,full,uneven,14,5,37,3,False,False,False,False,7,7
885,12,low,full,uneven,15,3,0,5,False,False,False,False,7,7
886,1,low,self,even,49,4,54,4,False,False,False,False,4,4
886,2,low,self,uneven,50,3,53,5,False,False,False,False,4,4
886,3,low,full,uneven,28,5,56,3,False,False,False,False,5,3
886,4,high,self,even,4,4,18,4,False,False,False,False,3,5
886,5,low,full,even,5,4,0,4,False,False,False,False,7,7
886,6,high,self,uneven,0,5,0,3,False,False,False,False,7,7
886,7,high,full,even,0,4,0,4,False,False,False,False,4,4
886,8,low,self,uneven,64,5,47,3,False,False,False,False,4,4
886,9,high,full,uneven,0,3,0,5,False,False,False,False,3,5
886,10,low,full,even,37,4,50,4,False,False,False,False,5,3
886,11,high,self,uneven,0,5,0,3,False,False,False,False,7,7
886,12,high,self,uneven,0,5,0,3,False,False,False,False,7,7
887,1,high,full,uneven,8,5,3,3,False,False,False,False,4,4
887,2,high,full,uneven,6,3,20,5,False,False,False,False,4,4
887,3,low,full,uneven,47,5,34,3,False,False,False,False,5,3
887,4,high,self,even,4,4,18,4,False,False,False,False,3,5
887,5,high,full,even,0,4,0,4,False,False,False,False,7,7
887,6,low,self,uneven,2,5,23,3,False,False,False,False,7,7
887,7,low,self,uneven,35,5,30,3,False,False,False,False,4,4
887,8,high,self,even,26,4,0,4,False,False,False,False,4,4
887,9,high,full,even,14,4,20,4,False,False,False,False,3,5
887,10,high,full,uneven,0,3,18,5,False,False,False,False,5,3
887,11,high,full,uneven,0,3,0,5,False,False,False,False,7,7
887,12,low,self,uneven,0,3,23,5,False,False,False,False,7,7
888,1,low,full,uneven,51,3,40,5,False,False,False,False,4,4
888,2,low,self,uneven,50,3,53,5,False,False,False,False,4,4
888,3,high,full,uneven,0,5,0,3,False,False,False,False,5,3
888,4,low,self,uneven,62,5,59,3,False,False,False,False,3,5
888,5,low,full,even,5,4,0,4,False,False,False,False,7,7
888,6,high,full,uneven,0,5,0,3,False,False,False,False,7,7
888,7,low,self,even,50,4,47,4,False,False,False,False,4,4
888,8,high,full,even,0,4,26,4,False,False,False,False,4,4
888,9,low,self,uneven,59,5,54,3,False,False,False,False,3,5
888,10,low,self,uneven,60,5,59,3,False,False,False,False,5,3
888,11,low,self,uneven,5,3,30,5,False,False,False,False,7,7
888,12,low,full,even,0,4,11,4,False,False,False,False,7,7
889,1,high,self,uneven,0,3,0,5,False,False,False,False,4,4
889,2,high,self,uneven,0,3,6,5,False,False,False,False,4,4
889,3,low,full,uneven,32,3,49,5,False,False,False,False,5,3
889,4,high,self,even,18,4,4,4,False,False,False,False,3,5
889,5,low,full,even,0,4,11,4,False,False,False,False,7,7
889,6,high,full,even,0,4,0,4,False,False,False,False,7,7
889,7,low,self,uneven,30,3,35,5,False,False,False,False,4,4
889,8,low,self,uneven,47,3,64,5,False,False,False,False,4,4
889,9,low,self,uneven,59,5,54,3,False,False,False,False,3,5
889,10,low,self,even,59,4,60,4,False,False,False,False,5,3
889,11,high,full,uneven,0,5,0,3,False,False,False,False,7,7
889,12,low,self,uneven,0,3,23,5,False,False,False,False,7,7
890,1,low,full,uneven,51,3,40,5,False,False,False,False,4,4
890,2,high,full,even,12,4,18,4,False,False,False,False,4,4
890,3,high,full,uneven,0,3,2,5,False,False,False,False,5,3
890,4,low,full,uneven,47,5,42,3,False,False,False,False,3,5
890,5,high,full,even,0,4,0,4,False,False,False,False,7,7
890,6,high,full,uneven,0,5,0,3,False,False,False,False,7,7
890,7,high,self,even,0,4,0,4,False,False,False,False,4,4
890,8,low,self,even,50,4,63,4,False,False,False,False,4,4
890,9,high,full,even,14,4,20,4,False,False,False,False,3,5
890,10,low,full,uneven,59,3,60,5,False,False,False,False,5,3
890,11,low,self,uneven,30,5,5,3,False,False,False,False,7,7
890,12,low,full,uneven,0,3,21,5,False,False,False,False,7,7
891,1,low,self,even,49,4,54,4,False,False,False,False,4,4
891,2,low,self,even,59,4,56,4,False,False,False,False,4,4
891,3,high,full,uneven,0,5,0,3,False,False,False,False,5,3
891,4,low,self,even,59,4,52,4,False,False,False,False,3,5
891,5,low,full,even,5,4,0,4,False,False,False,False,7,7
891,6,high,full,uneven,0,5,0,3,False,False,False,False,7,7
891,7,low,full,uneven,28,3,57,5,False,False,False,False,4,4
891,8,high,full,uneven,0,3,6,5,False,False,False,False,4,4
891,9,high,self,uneven,28,5,18,3,False,False,False,False,3,5
891,10,low,full,uneven,38,5,51,3,False,False,False,False,5,3
891,11,low,self,even,12,4,11,4,False,False,False,False,7,7
891,12,low,self,even,0,4,11,4,False,False,False,False,7,7
892,1,low,self,uneven,40,5,51,3,False,False,False,False,4,4
892,2,high,full,uneven,20,5,22,3,False,False,False,False,4,4
892,3,high,full,even,0,4,4,4,False,False,False,False,5,3
892,4,high,full,even,0,4,12,4,False,False,False,False,3,5
892,5,high,self,uneven,0,5,0,3,False,False,False,False,7,7
892,6,high,full,uneven,0,3,0,5,False,False,False,False,7,7
892,7,high,self,even,0,4,0,4,False,False,False,False,4,4
892,8,low,full,even,50,4,63,4,False,False,False,False,4,4
892,9,high,self,uneven,28,5,18,3,False,False,False,False,3,5
892,10,high,full,uneven,18,3,20,5,False,False,False,False,5,3
892,11,high,full,even,0,4,0,4,False,False,False,False,7,7
892,12,low,self,uneven,0,3,23,5,False,False,False,False,7,7
893,1,low,self,uneven,51,3,40,5,False,False,False,False,4,4
893,2,high,self,uneven,6,5,0,3,False,False,False,False,4,4
893,3,high,full,uneven,0,5,2,3,False,False,False,False,5,3
893,4,high,full,even,4,4,18,4,False,False,False,False,3,5
893,5,low,self,even,0,4,11,4,False,False,False,False,7,7
893,6,low,self,uneven,2,5,23,3,False,False,False,False,7,7
893,7,low,self,even,47,4,50,4,False,False,False,False,4,4
893,8,high,full,uneven,0,3,28,5,False,False,False,False,4,4
893,9,low,self,uneven,54,3,59,5,False,False,False,False,3,5
893,10,high,self,uneven,18,5,0,3,False,False,False,False,5,3
893,11,high,self,uneven,0,3,0,5,False,False,False,False,7,7
893,12,low,self,uneven,23,5,0,3,False,False,False,False,7,7
894,1,low,self,uneven,41,5,30,3,False,False,False,False,4,4
